,message_type,original_message
3038,0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
3039,0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
3040,0,Aight what time you want me to come up?
3041,0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
3042,0,Your bill at 3 is å£33.65 so thats not bad!
3043,0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
3044,0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
3045,0,So how's the weather over there?
3046,0,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
3047,0,Die... Now i have e toot fringe again...
3048,0,Lol they don't know about my awesome phone. I could click delete right now if I want.
3049,0,Ok
3050,0,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
3051,0,Please leave this topic..sorry for telling that..
3052,0,Pls send me the correct name da.
3053,0,What happened to our yo date?
3054,1,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
3055,0,Webpage s not available!
3056,0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
3057,1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
3058,0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
3059,0,K..k...from tomorrow onwards started ah?
3060,0,What u talking bout early morning? It's almost noon where your at!
3061,0,Fine. Do you remember me.
3062,1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
3063,0,Ok. How many should i buy.
3064,0,"Sounds good, keep me posted"
3065,1,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
3066,0,Ok. So april. Cant wait
3067,0,Boy you best get yo ass out here quick
3068,0,Ay wana meet on sat?Ì_ wkg on sat?
3069,0,I'm now but have to wait till 2 for the bus to pick me.
3070,0,Apart from the one i told you about yesterday?
3071,0,Ok lor... But buy wat?
3072,0,Somebody should go to andros and steal ice
3073,0,Don know. I did't msg him recently.
3074,0,Take us out shopping and Mark will distract Isaiah.=D
3075,0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
3076,0,There is no sense in my foot and penis.
3077,0,Okay but i thought you were the expert
3078,0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
3079,0,S.s:)i thinl role is like sachin.just standing. Others have to hit.
3080,0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
3081,0,"And very importantly, all we discuss is between u and i only."
3082,0,K..k:)how about your training process?
3083,0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
3084,0,In da car park 
3085,0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
3086,0,So i asked how's anthony. Dad. And your bf
3087,0,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
3088,0,What Today-sunday..sunday is holiday..so no work..
3089,0,Am going to take bath ill place the key in window:-)
3090,1,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
3091,0,"Dear, take care. I am just reaching home.love u a lot."
3092,0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
3093,0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
3094,0,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
3095,0,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
3096,0,"Yo, you at jp and hungry like a mofo?"
3097,0,This is all just creepy and crazy to me.
3098,0,Ok... I din get ur msg...
3099,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
3100,0,Pathaya enketa maraikara pa'
3101,0,Even if he my friend he is a priest call him now
3102,0,"U so lousy, run already come back then half dead... Hee..."
3103,0,That's y i said it's bad dat all e gals know u... Wat u doing now?
3104,0,Or remind me in a few hrs.
3105,0,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
3106,0,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
3107,0,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
3108,0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
3109,1,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
3110,0,Short But Cute : \ Be a good person 
3111,0,Just haven't decided where yet eh ?
3112,0,"Wat time liao, where still got."
3113,0,Yes watching footie but worried we're going to blow it - Phil Neville?
3114,0,I wait 4 Ì_ inside da car park...
3115,0,Uncle Abbey! Happy New Year. Abiola
3116,0,Now am free call me pa.
3117,0,R u saying i should re order the slippers cos i had to pay for returning it.
3118,0,Stop knowing me so well!
3119,0,Good evening! this is roger. How are you?
3120,0,Small problem in auction:)punj now asking tiwary
3121,1,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3122,0,He telling not to tell any one. If so treat for me hi hi hi
3123,0,My uncles in Atlanta. Wish you guys a great semester.
3124,1,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
3125,0,U coming 2 pick me?
3126,0,Thats cool. i liked your photos. You are very sexy!
3127,0,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
3128,0,"Haha better late than ever, any way I could swing by?"
3129,0,Ok. But i finish at 6.
3130,1,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
3131,0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
3132,0,So no messages. Had food?
3133,0,Ok going to sleep. Hope i can meet her.
3134,0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
3135,0,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
3136,0,You're right I have now that I think about it
3137,0,Wat r u doing now?
3138,0,Is ur lecture over?
3139,1,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
3140,0,Customer place i will call you
3141,0,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
3142,0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
3143,0,"Haha I heard that, text me when you're around"
3144,0,I.ll get there tomorrow and send it to you
3145,0,\SHIT BABE.. THASA BIT MESSED UP.YEH
3146,0,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
3147,0,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\"""""
3148,0,"Sorry,  in meeting I'll call you later"
3149,0,Yo! Howz u? girls never rang after india. L
3150,0,Yeah but which is worse for i
3151,1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
3152,0,I tagged MY friends that you seemed to count as YOUR friends.
3153,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3154,0,Ok...
3155,0,Long time. You remember me today.
3156,0,Havent shopping now lor i juz arrive only
3157,0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
3158,0,Are you up for the challenge? I know i am :)
3159,0,How much did ur hdd casing cost.
3160,0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
3161,0,I can't describe how lucky you are that I'm actually awake by noon
3162,1,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
3163,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
3164,0,Cheers for the card ... Is it that time of year already?
3165,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
3166,0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
3167,0,Ugh hopefully the asus ppl dont randomly do a reformat.
3168,0,"Haven't seen my facebook, huh? Lol!"
3169,0,"Mah b, I'll pick it up tomorrow"
3170,0,Still otside le..u come 2morrow maga..
3171,0,Do u still have plumbers tape and a wrench we could borrow?
3172,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
3173,0,It vl bcum more difficult..
3174,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
3175,0,Havent still waitin as usual... ÌÏ come back sch oredi?
3176,0,In meeting da. I will call you
3177,0,K k :-):-) then watch some films.
3178,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
3179,0,There the size of elephant tablets & u shove um up ur ass!!
3180,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
3181,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
3182,0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
3183,0,Good morning pookie pie! Lol hope I didn't wake u up
3184,0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
3185,0,Happy birthday to you....dear.with lots of love.rakhesh NRI
3186,0,Howz that persons story
3187,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
3188,0,X2  &lt;#&gt; . Are you going to get that
3189,0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
3190,1,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
3191,0,Is ur paper today in e morn or aft?
